task_id,repo,condition,model,pred_index,actor,name,description,evidence_paths,matched_gold,best_similarity,path_coverage,majority_category,unanimous,has_unique_majority,annotator_11_category,annotator_11_confidence,annotator_11_supported,annotator_11_path_grounded,annotator_11_needs_discussion,annotator_11_notes,annotator_12_category,annotator_12_confidence,annotator_12_supported,annotator_12_path_grounded,annotator_12_needs_discussion,annotator_12_notes,annotator_13_category,annotator_13_confidence,annotator_13_supported,annotator_13_path_grounded,annotator_13_needs_discussion,annotator_13_notes
SkyCascade__SkyLearn::random_code_same_budget::deepseek-v4-pro::3,SkyCascade__SkyLearn,random_code_same_budget,deepseek-v4-pro,3,Lecturer,Upload Course Documents,"A lecturer uploads, edits, or deletes documentation files for a course.","course/urls.py (upload_file_view, upload_file_edit, upload_file_delete) | course/views.py (import UploadFormFile)",Upload course documentation,0.66,0.2857,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Upload-file routes/views directly support course document uploads.,matched_supported_goal,high,True,True,False,Upload-file routes/views directly support course document uploads.,matched_supported_goal,high,True,True,False,Upload-file routes/views directly support course document uploads.
SkyCascade__SkyLearn::random_code_same_budget::deepseek-v4-pro::4,SkyCascade__SkyLearn,random_code_same_budget,deepseek-v4-pro,4,Lecturer,Upload Video Tutorials,"A lecturer uploads, edits, or deletes video tutorials for a course.","course/urls.py (upload_video, upload_video_edit, upload_video_delete, video_single) | course/views.py (import UploadFormVideo, UploadVideo)",Upload course video tutorials,0.75,0.25,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Upload-video routes/views directly support video tutorial uploads.,matched_supported_goal,high,True,True,False,Upload-video routes/views directly support video tutorial uploads.,matched_supported_goal,high,True,True,False,Upload-video routes/views directly support video tutorial uploads.
SkyCascade__SkyLearn::random_code_same_budget::deepseek-v4-pro::5,SkyCascade__SkyLearn,random_code_same_budget,deepseek-v4-pro,5,Student,Enroll in Courses,A student registers for available courses and can drop a course or view their own course list.,"course/urls.py (course_registration, course_drop, user_course_list) | course/views.py (import student_required)",Manage courses,0.3333,0.2857,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,Registration/drop/user-course-list routes directly support enrollment management.,matched_supported_goal,high,True,True,False,Registration/drop/user-course-list routes directly support enrollment management.,matched_supported_goal,high,True,True,False,Registration/drop/user-course-list routes directly support enrollment management.
SkyCascade__SkyLearn::random_code_same_budget::deepseek-v4-pro::6,SkyCascade__SkyLearn,random_code_same_budget,deepseek-v4-pro,6,Student,View Program Details,"A student views program information, its courses, and total credits.","course/views.py (program_detail view, @login_required) | course/urls.py (program_detail)",Register and drop courses,0.2765,,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,Program detail route/view directly support viewing program details.,matched_supported_goal,medium,True,True,False,Program detail route/view directly support viewing program details.,matched_supported_goal,medium,True,True,False,Program detail route/view directly support viewing program details.
SkyCascade__SkyLearn::random_code_same_budget::deepseek-v4-pro::7,SkyCascade__SkyLearn,random_code_same_budget,deepseek-v4-pro,7,Student,Take Quiz,A student answers multiple-choice or essay questions and receives a progress/score.,"quiz/forms.py (QuestionForm, EssayForm, MCQuestionFormSet) | quiz/admin.py (Progress, Sitting models)",Take quiz and continue incomplete quiz,0.4,0.1667,matched_goal_missing_or_wrong_path,True,True,matched_goal_missing_or_wrong_path,medium,True,False,False,"Forms and admin models make quiz-taking plausible, but they weakly ground the student runtime workflow.",matched_goal_missing_or_wrong_path,medium,True,False,False,"Forms and admin models make quiz-taking plausible, but they weakly ground the student runtime workflow.",matched_goal_missing_or_wrong_path,medium,True,False,False,"Forms and admin models make quiz-taking plausible, but they weakly ground the student runtime workflow."
SkyCascade__SkyLearn::full_selected_context::deepseek-v4-pro::0,SkyCascade__SkyLearn,full_selected_context,deepseek-v4-pro,0,Admin,Manage student accounts,"Admin can create, update, and delete student profiles.","accounts/urls.py (student_add_view, edit_student, delete_student) | accounts/views.py (register view uses StudentAddForm) | README 'Admin manages students(Add, Update, Delete)",Manage students,0.3187,0.1818,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Student add/edit/delete routes/views directly support managing student accounts.,matched_supported_goal,medium,True,True,False,Student add/edit/delete routes/views directly support managing student accounts.,matched_supported_goal,medium,True,True,False,Student add/edit/delete routes/views directly support managing student accounts.
SkyCascade__SkyLearn::full_selected_context::deepseek-v4-pro::1,SkyCascade__SkyLearn,full_selected_context,deepseek-v4-pro,1,Admin,Manage lecturer accounts,"Admin can create, update, and delete lecturer (staff) accounts.","accounts/urls.py (staff_add_view, edit_staff, delete_staff) | README 'Admin manages lecturers(Add, Update, Delete)",Manage news and events,0.3759,0.0,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Staff add/edit/delete routes plus README directly support managing lecturer accounts.,matched_supported_goal,medium,True,True,False,Staff add/edit/delete routes plus README directly support managing lecturer accounts.,matched_supported_goal,medium,True,True,False,Staff add/edit/delete routes plus README directly support managing lecturer accounts.
SkyCascade__SkyLearn::full_selected_context::deepseek-v4-pro::2,SkyCascade__SkyLearn,full_selected_context,deepseek-v4-pro,2,Admin,View dashboard analytics,"Admin views school demographics including student, lecturer, and gender counts.","core/urls.py (dashboard) | core/views.py (dashboard_view returns student_count, lecturer_count, gender counts, logs) | README 'Dashboard: School demographics and analytics. Restricted to only admins",View admin dashboard analytics,0.75,0.4,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Dashboard route/view/README directly support analytics viewing.,matched_supported_goal,high,True,True,False,Dashboard route/view/README directly support analytics viewing.,matched_supported_goal,high,True,True,False,Dashboard route/view/README directly support analytics viewing.
SkyCascade__SkyLearn::full_selected_context::deepseek-v4-pro::3,SkyCascade__SkyLearn,full_selected_context,deepseek-v4-pro,3,Admin,Manage academic sessions and semesters,"Admin creates, updates, and deletes academic sessions and semesters.","core/urls.py (session_add, session_update, session_delete; semester_add, semester_update, semester_delete) | README 'Session/year and semester management",Manage profile and password,0.6,0.0,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Session/semester routes plus README directly support managing academic terms.,matched_supported_goal,medium,True,True,False,Session/semester routes plus README directly support managing academic terms.,matched_supported_goal,medium,True,True,False,Session/semester routes plus README directly support managing academic terms.
SkyCascade__SkyLearn::full_selected_context::deepseek-v4-pro::4,SkyCascade__SkyLearn,full_selected_context,deepseek-v4-pro,4,Lecturer,Submit student scores,"Lecturer enters attendance, mid exam, final exam, and assignment scores for students in allocated courses for the current semester.","result/urls.py (add_score, add_score_for) | result/views.py (add_score, add_score_for with lecturer_required and current semester logic) | README 'Lecturers submit students' scores: Attendance, Mid exam, Final exam, a...",Submit student scores,1.0,0.3333,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Result routes/views/README directly support score submission.,matched_supported_goal,high,True,True,False,Result routes/views/README directly support score submission.,matched_supported_goal,high,True,True,False,Result routes/views/README directly support score submission.
SkyCascade__SkyLearn::full_selected_context::deepseek-v4-pro::5,SkyCascade__SkyLearn,full_selected_context,deepseek-v4-pro,5,Lecturer,Upload course materials,Lecturer uploads video tutorials and documentation files for a specific course.,"course/urls.py (handle_file_upload, handle_video_upload, handle_file_edit, handle_video_edit, handle_file_delete, handle_video_delete) | README 'Upload video and documentation for each course",Upload course documentation,0.5,0.1429,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Upload file/video routes plus README directly support course material uploads.,matched_supported_goal,medium,True,True,False,Upload file/video routes plus README directly support course material uploads.,matched_supported_goal,medium,True,True,False,Upload file/video routes plus README directly support course material uploads.
SkyCascade__SkyLearn::full_selected_context::deepseek-v4-pro::6,SkyCascade__SkyLearn,full_selected_context,deepseek-v4-pro,6,Student,Enroll in and drop courses,Student adds desired courses to their registration and drops previously added courses.,"course/urls.py (course_registration, course_drop) | course/views.py (course_registration and course_drop views) | README 'Students can Add and Drop courses",Register and drop courses,0.6,0.2857,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Registration/drop routes/views/README directly support course enrollment and dropping.,matched_supported_goal,high,True,True,False,Registration/drop routes/views/README directly support course enrollment and dropping.,matched_supported_goal,high,True,True,False,Registration/drop routes/views/README directly support course enrollment and dropping.
SkyCascade__SkyLearn::full_selected_context::deepseek-v4-pro::7,SkyCascade__SkyLearn,full_selected_context,deepseek-v4-pro,7,Student,Take a quiz,"Student takes a quiz for a course, answering multiple-choice or true/false questions with randomization and the ability to resume.",quiz/urls.py (quiz_take) | quiz/views.py (QuizTake view) | README bullet points about quiz features,Take quiz and continue incomplete quiz,0.4,0.3333,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Quiz route/view/README directly support taking quizzes with resume/randomization.,matched_supported_goal,high,True,True,False,Quiz route/view/README directly support taking quizzes with resume/randomization.,matched_supported_goal,high,True,True,False,Quiz route/view/README directly support taking quizzes with resume/randomization.
