repo,condition,model,pred_index,category,actor,name,description,evidence_paths,matched_gold,best_similarity,path_coverage
abdulwahid880__School-Management-system-in-laravel-,file_tree_only,deepseek-v4-pro,4,matched_supported_goal,Librarian,Issue Books,A librarian issues a book to a student and records due date.,app/Http/Controllers/IssuedbookController.php | app/Http/Controllers/Library/BookController.php | app/Http/Requests/Library/BookRequest.php | app/Issuedbook.php | resources/views/library,Manage library books,0.5,0.0909
abdulwahid880__School-Management-system-in-laravel-,file_tree_only,deepseek-v4-pro,5,matched_supported_goal,Accountant,Record Fee Payments,An accountant collects and records student fee payments and manages income/expense accounts.,app/Http/Controllers/FeeController.php | app/Http/Controllers/PaymentController.php | app/Http/Controllers/AccountController.php | resources/views/fees | resources/views/accounts/income-edit.blade.php | resources/view...,Manage fees,0.35,0.1
abdulwahid880__School-Management-system-in-laravel-,file_tree_only,deepseek-v4-pro,6,near_miss_or_partial_workflow,Admin,Publish Notices,An administrator publishes school-wide notices visible to students and teachers.,app/Http/Controllers/NoticeController.php | app/Notice.php | resources/views/notices,Register school users,0.2538,
abdulwahid880__School-Management-system-in-laravel-,file_tree_only,deepseek-v4-pro,7,matched_supported_goal,Master,Configure Academic Structure,"A master user sets up schools, classes, sections, and courses.",app/Http/Controllers/SchoolController.php | app/Http/Controllers/MyclassController.php | app/Http/Controllers/SectionController.php | app/Http/Controllers/CourseController.php | resources/views/schools | resources/vie...,Manage schools,0.2875,0.1
abdulwahid880__School-Management-system-in-laravel-,readme_plus_code,deepseek-v4-pro,0,code_context_overgeneralization,Master,Create School,A Master creates a new school record with name and medium of instruction.,resources/views/schools/form.blade.php | resources/views/schools/edit.blade.php | Route: POST schools.store,Manage schools,0.2579,
abdulwahid880__School-Management-system-in-laravel-,readme_plus_code,deepseek-v4-pro,1,matched_goal_missing_or_wrong_path,Librarian,Issue Book,A Librarian issues one or more books to a student with specified issue and return dates.,resources/views/components/book-issue-form.blade.php | Route: POST library/issue-books,Issue and return books,0.3432,0.0
abdulwahid880__School-Management-system-in-laravel-,readme_plus_code,deepseek-v4-pro,2,code_context_overgeneralization,Librarian,Add Book,"A Librarian adds a new book to the library inventory with details like title, code, author, and price.",resources/views/library/books/form.blade.php | Related route: library/books/store (inferred from form action pattern),Issue and return books,0.2389,
abdulwahid880__School-Management-system-in-laravel-,readme_plus_code,deepseek-v4-pro,3,matched_goal_missing_or_wrong_path,Teacher,Record Grades,A Teacher records grades for students by selecting grading components and entering scores.,resources/views/layouts/teacher/grade-form.blade.php | Route: POST grades/save-grade,Calculate and save grades,0.4158,0.0
abdulwahid880__School-Management-system-in-laravel-,readme_plus_code,deepseek-v4-pro,4,implementation_level_goal,Master,Add Class,"A Master adds a new class (e.g., Class 1) to a school, optionally assigning a group.",resources/views/layouts/master/add-class-form.blade.php | Route: POST school/add-class,Manage schools,0.1732,
abdulwahid880__School-Management-system-in-laravel-,readme_plus_code,deepseek-v4-pro,5,code_context_overgeneralization,Master,Add Course,"A Master adds a course to a specific section, assigning a department and a teacher.",resources/views/layouts/master/add-course-form.blade.php | Route: POST courses/store,Calculate and save grades,0.1579,
abdulwahid880__School-Management-system-in-laravel-,readme_plus_code,deepseek-v4-pro,6,matched_goal_missing_or_wrong_path,Teacher,Record Attendance,"A Teacher takes student attendance for a given section and exam, marking each student as present or absent.",resources/views/layouts/teacher/attendance-form.blade.php | Route: POST attendance/take-attendance,Take attendance,0.3333,0.0
abdulwahid880__School-Management-system-in-laravel-,readme_plus_code,deepseek-v4-pro,7,matched_goal_missing_or_wrong_path,Admin,Import Users,An Admin imports multiple students or teachers from an Excel file into the system.,resources/views/components/excel-upload-form.blade.php | Route: POST users/import/user-xlsx,Register school users,0.5,0.0
abdulwahid880__School-Management-system-in-laravel-,random_code_same_budget,deepseek-v4-pro,0,code_context_overgeneralization,Master,Create school,A master user creates a new school instance with basic information.,tests/Feature/Manage/SchoolModuleTest.php,Manage schools,0.2667,
abdulwahid880__School-Management-system-in-laravel-,random_code_same_budget,deepseek-v4-pro,1,matched_supported_goal,Admin,Create section,An admin creates a new section within a school structure.,tests/Feature/Manage/SectionModuleTest.php,Manage classes and sections,0.3162,0.0714
abdulwahid880__School-Management-system-in-laravel-,random_code_same_budget,deepseek-v4-pro,2,matched_goal_missing_or_wrong_path,Admin,Activate exam and publish results,An admin marks an exam as active or publishes notice/result for an examination.,resources/views/components/exams-list.blade.php,Manage exams,0.3,0.0
abdulwahid880__School-Management-system-in-laravel-,random_code_same_budget,deepseek-v4-pro,3,matched_goal_missing_or_wrong_path,Admin,Import users via Excel,An admin uploads a spreadsheet to bulk-import users into the system.,resources/views/components/excel-upload-form.blade.php,Import and export users,0.4103,0.0
abdulwahid880__School-Management-system-in-laravel-,random_code_same_budget,deepseek-v4-pro,4,matched_supported_goal,Teacher,View section grades,A teacher views the marks and grade summary for a specific class section and exam.,tests/Feature/GradeModuleTest.php | resources/views/layouts/teacher/grade-table.blade.php,Calculate and save grades,0.6667,0.1111
abdulwahid880__School-Management-system-in-laravel-,random_code_same_budget,deepseek-v4-pro,5,matched_goal_missing_or_wrong_path,Teacher,Submit student grades,"A teacher enters and saves grade components (attendance, quizzes, assignments, etc.) for students of a course section.",tests/Feature/GradeModuleTest.php | app/Services/Grade/GradeService.php | resources/views/layouts/teacher/grade-table.blade.php,Take attendance,0.459,0.0
abdulwahid880__School-Management-system-in-laravel-,random_code_same_budget,deepseek-v4-pro,6,matched_goal_missing_or_wrong_path,Student,View personal grade history,"A student views their own marks across all exams, including component breakdown and final grades.",resources/views/grade/student-grade.blade.php | app/Services/Grade/GradeService.php,View grades,0.4714,0.0
abdulwahid880__School-Management-system-in-laravel-,random_code_same_budget,deepseek-v4-pro,7,code_context_overgeneralization,Teacher,Provide feedback to student,A teacher records descriptive feedback linked to a specific student.,app/Http/Controllers/FeedbackController.php,Take attendance,0.2379,
abdulwahid880__School-Management-system-in-laravel-,full_selected_context,deepseek-v4-pro,0,code_context_overgeneralization,Master,Create School,A Master registers a new school in the system by providing a name and medium of instruction.,resources/views/schools/form.blade.php,Register school users,0.25,
abdulwahid880__School-Management-system-in-laravel-,full_selected_context,deepseek-v4-pro,1,implementation_level_goal,Master,Add Class,"A Master adds a new class (grade) to a school, specifying class number/name and optional group.",resources/views/layouts/master/add-class-form.blade.php,Manage schools,0.1682,
abdulwahid880__School-Management-system-in-laravel-,full_selected_context,deepseek-v4-pro,2,implementation_level_goal,Master,Create Section,"A Master creates a new section within a class, providing section name and room number.",resources/views/layouts/master/create-section-form.blade.php,Manage schools,0.1769,
abdulwahid880__School-Management-system-in-laravel-,full_selected_context,deepseek-v4-pro,3,code_context_overgeneralization,Master,Assign Course,"A Master assigns a new course to a section, selecting course name, teacher, and department.",resources/views/layouts/master/add-course-form.blade.php,Manage schools,0.175,
abdulwahid880__School-Management-system-in-laravel-,full_selected_context,deepseek-v4-pro,4,matched_goal_missing_or_wrong_path,Teacher,Take Attendance,A Teacher marks student attendance for a given section and exam by toggling present/absent checkboxes.,resources/views/layouts/teacher/attendance-form.blade.php,Take attendance,1.0,0.0
abdulwahid880__School-Management-system-in-laravel-,full_selected_context,deepseek-v4-pro,5,matched_goal_missing_or_wrong_path,Teacher,Record Grades,A Teacher enters grades for students by choosing assessment components and filling marks.,resources/views/layouts/teacher/grade-form.blade.php,Calculate and save grades,0.3857,0.0
abdulwahid880__School-Management-system-in-laravel-,full_selected_context,deepseek-v4-pro,6,matched_goal_missing_or_wrong_path,Librarian,Issue Book,"A Librarian issues one or more books to a student by recording student code, selected books, and issue/return dates.",resources/views/components/book-issue-form.blade.php,Issue and return books,0.3727,0.0
abdulwahid880__School-Management-system-in-laravel-,full_selected_context,deepseek-v4-pro,7,code_context_overgeneralization,Admin,Create Exam,"An Admin schedules a new exam by defining term, exam name, and start/end dates.",resources/views/components/add-exam-form.blade.php,Manage exams,0.2,
abdulwahid880__School-Management-system-in-laravel-,oracle_upper_bound,deepseek-v4-pro,0,matched_supported_goal,Master,Manage Schools,"Master can view, create, and edit school profiles.",routes/web.php (master middleware group) | app/Http/Controllers/SchoolController.php | tests/Browser/MasterUserManagesSchoolsTest.php | tests/Feature/Manage/SchoolModuleTest.php,Manage schools,1.0,0.4
abdulwahid880__School-Management-system-in-laravel-,oracle_upper_bound,deepseek-v4-pro,1,matched_supported_goal,Admin,View User Lists,"Admin can view lists of students, teachers, accountants, and librarians belonging to the school.","tests/Feature/UserModuleTest.php (can_view_students_of_a_school, can_view_teachers_of_a_school, can_view_accountants_of_a_school, can_view_librarians_of_a_school) | app/Http/Controllers/UserController.php (index, inde...",Register school users,0.3683,0.2
abdulwahid880__School-Management-system-in-laravel-,oracle_upper_bound,deepseek-v4-pro,2,implementation_level_goal,Admin,Create Classes,Admin can add classes/grade levels to the school.,tests/Feature/Manage/ClassModuleTest.php | app/Http/Controllers/MyclassController.php (store) | app/Myclass.php,Manage classes and sections,0.3,
abdulwahid880__School-Management-system-in-laravel-,oracle_upper_bound,deepseek-v4-pro,3,matched_supported_goal,Admin,Create Sections,"Admin can add sections within a class, giving a section number and room number.",tests/Feature/Manage/SectionModuleTest.php | app/Http/Controllers/SectionController.php (store) | app/Section.php,Manage classes and sections,0.3308,0.2143
abdulwahid880__School-Management-system-in-laravel-,oracle_upper_bound,deepseek-v4-pro,4,implementation_level_goal,Admin,Promote Students,Admin can promote students from one section to the next grade or section.,"tests/Feature/UserModuleTest.php (can_view_promote_section_students_form, can_promote_section_students) | app/Http/Controllers/UserController.php (promoteSectionStudents method referenced in tests)",Manage classes and sections,0.2163,
